build,zone,frame,ms
A,Atrium,1072,16.92
A,Atrium,1073,18.83
A,Atrium,1074,16.81
A,Atrium,1075,18.37
A,Atrium,1076,17.49
A,Atrium,1077,17.58
A,Atrium,1078,16.45
A,Atrium,1079,17.54
A,Atrium,1080,15.7
A,Atrium,1081,17.54
A,Atrium,1082,18.53
A,Atrium,1083,17.34
A,Atrium,1084,18.6
A,Atrium,1085,18.09
A,Atrium,1086,19.72
A,Atrium,1087,17.06
A,Atrium,1088,19.61
A,Atrium,1089,17.1
A,Atrium,1090,18.75
A,Atrium,1091,17.85
A,Atrium,1092,18.11
A,Atrium,1093,17.13
A,Atrium,1094,17.5
A,Atrium,1095,16.34
A,Atrium,1096,16.98
A,Atrium,1097,15.91
A,Atrium,1098,15.15
A,Atrium,1099,17.57
A,Atrium,1100,17.83
A,Atrium,1101,16.85
A,Atrium,1102,16.38
A,Atrium,1103,16.04
A,Atrium,1104,18.51
A,Atrium,1105,19.3
A,Atrium,1106,16.61
A,Atrium,1107,16.66
A,Atrium,1108,17.42
A,Atrium,1109,18.39
A,Atrium,1110,15.71
A,Atrium,1111,17.16
A,Atrium,1112,18.33
A,Atrium,1113,17.25
A,Atrium,1114,17.27
A,Atrium,1115,16.73
A,Atrium,1116,16.14
A,Atrium,1117,17.35
A,Atrium,1118,18.09
A,Atrium,1119,16.61
A,Atrium,1120,17.28
A,Atrium,1121,15.95
A,Atrium,1122,17.34
A,Atrium,1123,18.27
A,Atrium,1124,14.93
A,Atrium,1125,17.81
A,Atrium,1126,18.46
A,Atrium,1127,16.36
A,Atrium,1128,15.92
A,Atrium,1129,17.92
A,Atrium,1130,17.76
A,Atrium,1131,17.24
A,Atrium,1132,17.41
A,Atrium,1133,16.38
A,Atrium,1134,17.51
A,Atrium,1135,17
A,Atrium,1136,19.03
A,Atrium,1137,16.15
A,Atrium,1138,18.5
A,Atrium,1139,17.46
A,Atrium,1140,17.15
A,Atrium,1141,15.58
A,Atrium,1142,16.49
A,Atrium,1143,17.19
A,Atrium,1144,17.86
A,Atrium,1145,17.36
A,Atrium,1146,16.74
A,Atrium,1147,16.76
A,Atrium,1148,17.86
A,Atrium,1149,17.64
A,Atrium,1150,15.38
A,Atrium,1151,16.31
A,Atrium,1152,17.53
A,Atrium,1153,16.83
A,Atrium,1154,15.12
A,Atrium,1155,17.33
A,Atrium,1156,14.74
A,Atrium,1157,17.8
A,Atrium,1158,15.24
A,Atrium,1159,17.68
A,Atrium,1160,17.76
A,Atrium,1161,16.51
A,Atrium,1162,18.28
A,Atrium,1163,18.21
A,Atrium,1164,17.23
A,Atrium,1165,16.23
A,Atrium,1166,16.12
A,Atrium,1167,17.77
A,Atrium,1168,18.11
A,Atrium,1169,15.57
A,Atrium,1170,15.79
A,Atrium,1171,16.36
A,Atrium,1172,16.99
A,Atrium,1173,17.48
A,Atrium,1174,16.5
A,Atrium,1175,16.69
A,Atrium,1176,15.74
A,Atrium,1177,15.85
A,Atrium,1178,16.09
A,Atrium,1179,15.54
A,Atrium,1180,18.77
A,Atrium,1181,18.82
A,Atrium,1182,17.04
A,Atrium,1183,18.05
A,Atrium,1184,17.28
A,Atrium,1185,17.09
A,Atrium,1186,16.3
A,Atrium,1187,15.98
A,Atrium,1188,17.96
A,Atrium,1189,18.54
A,Atrium,1190,15.78
A,Atrium,1191,17.69
A,Atrium,1192,15.68
A,Atrium,1193,14.86
A,Atrium,1194,17.97
A,Atrium,1195,17.65
A,Atrium,1196,15.75
A,Atrium,1197,16.93
A,Atrium,1198,15.88
A,Atrium,1199,17.72
A,Atrium,1200,17.61
A,Atrium,1201,18.58
A,Atrium,1202,16.34
A,Atrium,1203,15.9
A,Atrium,1204,16.92
A,Atrium,1205,17.28
A,Atrium,1206,17.68
A,Atrium,1207,18.19
A,Atrium,1208,19.1
A,Atrium,1209,17.88
A,Atrium,1210,16.69
A,Atrium,1211,15.28
A,Atrium,1212,17.44
A,Atrium,1213,14.52
A,Atrium,1214,16.48
A,Atrium,1215,17.89
A,Atrium,1216,15.8
A,Atrium,1217,17.29
A,Atrium,1218,18.5
A,Atrium,1219,17.39
A,Atrium,1220,17
A,Atrium,1221,18.52
A,Atrium,1222,15.27
A,Atrium,1223,16.08
A,Atrium,1224,17.39
A,Atrium,1225,16.6
A,Atrium,1226,17.48
A,Atrium,1227,15.28
A,Atrium,1228,15.43
A,Atrium,1229,17.66
A,Atrium,1230,17.1
A,Atrium,1231,15.75
A,Atrium,1232,16.25
A,Atrium,1233,18.11
A,Atrium,1234,16.85
A,Atrium,1235,16.68
A,Atrium,1236,17.19
A,Atrium,1237,16.7
A,Atrium,1238,16.22
A,Atrium,1239,18.2
A,Atrium,1240,16.25
A,Atrium,1241,16.54
A,Atrium,1242,17.01
A,Atrium,1243,17.98
A,Atrium,1244,16.85
A,Atrium,1245,16.48
A,Atrium,1246,16.99
A,Atrium,1247,16.38
A,Atrium,1248,16.14
A,Atrium,1249,18.32
A,Atrium,1250,15.43
A,Atrium,1251,17.55
A,Atrium,1252,18.19
A,Atrium,1253,17.79
A,Atrium,1254,17.14
A,Atrium,1255,16.14
A,Atrium,1256,16.66
A,Atrium,1257,15.93
A,Atrium,1258,17.3
A,Atrium,1259,17.99
A,Atrium,1260,16.81
A,Atrium,1261,16.12
A,Atrium,1262,18.69
A,Atrium,1263,17.42
A,Atrium,1264,17.16
A,Atrium,1265,16.57
A,Atrium,1266,16.32
A,Atrium,1267,17.31
A,Atrium,1268,17.05
A,Atrium,1269,17.88
A,Atrium,1270,18.52
A,Atrium,1271,16.53
A,Atrium,1272,15.73
A,Atrium,1273,18.47
A,Atrium,1274,17.71
A,Atrium,1275,16.8
A,Atrium,1276,17.51
A,Atrium,1277,18.86
A,Atrium,1278,16.17
A,Atrium,1279,16.73
A,Atrium,1280,16.48
A,Atrium,1281,16.8
A,Atrium,1282,15.94
A,Atrium,1283,16.02
A,Atrium,1284,16.96
A,Atrium,1285,16.24
A,Atrium,1286,17.55
A,Atrium,1287,17.28
A,Atrium,1288,18.05
A,Atrium,1289,16.97
A,Atrium,1290,17.9
A,Atrium,1291,17.23
A,Atrium,1292,15.42
A,Atrium,1293,16.79
A,Atrium,1294,15.14
A,Atrium,1295,16.97
A,Atrium,1296,16.5
A,Atrium,1297,16.99
A,Atrium,1298,19.78
A,Atrium,1299,15.69
A,Atrium,1300,16.02
A,Atrium,1301,16.3
A,Atrium,1302,17.97
A,Atrium,1303,17.9
A,Atrium,1304,16.97
A,Atrium,1305,19.45
A,Atrium,1306,18.42
A,Atrium,1307,16.25
A,Atrium,1308,16.52
A,Atrium,1309,18.59
A,Atrium,1310,15.85
A,Atrium,1311,16.57
A,Atrium,1312,18.47
A,Atrium,1313,17.43
A,Atrium,1314,18.71
A,Atrium,1315,16.76
A,Atrium,1316,19.09
A,Atrium,1317,19.18
A,Atrium,1318,16.78
A,Atrium,1319,15.89
A,Atrium,1320,16.97
A,Atrium,1321,15.71
A,Atrium,1322,17.44
A,Atrium,1323,15.85
A,Atrium,1324,17.85
A,Atrium,1325,18.9
A,Atrium,1326,18.07
A,Atrium,1327,16.09
A,Atrium,1328,17.45
A,Atrium,1329,15.82
A,Atrium,1330,16.25
A,Atrium,1331,16.5
A,Atrium,1332,17.58
A,Atrium,1333,15.88
A,Atrium,1334,18.38
A,Atrium,1335,16.92
A,Atrium,1336,17.37
A,Atrium,1337,17.48
A,Atrium,1338,17.82
A,Atrium,1339,17.19
A,Atrium,1340,18.08
A,Atrium,1341,19.9
A,Atrium,1342,17.69
A,Atrium,1343,18.24
A,Atrium,1344,17.03
A,Atrium,1345,17.34
A,Atrium,1346,16.76
A,Atrium,1347,15.36
A,Atrium,1348,14.45
A,Atrium,1349,16.34
A,Atrium,1350,15.42
A,Atrium,1351,18.32
A,Atrium,1352,15.27
A,Atrium,1353,16.89
A,Atrium,1354,16.18
A,Atrium,1355,17.77
A,Atrium,1356,17.49
A,Atrium,1357,16.72
A,Atrium,1358,16.64
A,Atrium,1359,16.55
A,Atrium,1360,15.7
A,Atrium,1361,15.94
A,Atrium,1362,15.78
A,Atrium,1363,16.6
A,Atrium,1364,16.89
A,Atrium,1365,16.06
A,Atrium,1366,15.87
A,Atrium,1367,15.17
A,Atrium,1368,16.91
A,Atrium,1369,18.39
A,Atrium,1370,16.76
A,Atrium,1371,17.28
A,Atrium,1372,16.41
A,Atrium,1373,16.58
A,Atrium,1374,17.97
A,Atrium,1375,16.86
A,Atrium,1376,16.38
A,Atrium,1377,17.84
A,Atrium,1378,16.66
A,Atrium,1379,17.97
A,Atrium,1380,16.16
A,Atrium,1381,18.38
A,Atrium,1382,16.87
A,Atrium,1383,16.44
A,Atrium,1384,15.5
A,Atrium,1385,16.71
A,Atrium,1386,18.02
A,Atrium,1387,16.52
A,Atrium,1388,17.72
A,Atrium,1389,17.12
A,Atrium,1390,16.37
A,Atrium,1391,18.78
A,Atrium,1392,15.13
A,Atrium,1393,17.52
A,Atrium,1394,17.81
A,Atrium,1395,15.01
A,Atrium,1396,16.68
A,Atrium,1397,16.32
A,Atrium,1398,15.11
A,Atrium,1399,16.08
A,Atrium,1400,18.04
A,Atrium,1401,17.49
A,Atrium,1402,18.4
A,Atrium,1403,18.26
A,Atrium,1404,18.27
A,Atrium,1405,18.19
A,Atrium,1406,18.11
A,Atrium,1407,18.62
A,Atrium,1408,17.35
A,Atrium,1409,18.37
A,Atrium,1410,16.32
A,Atrium,1411,16.51
A,Atrium,1412,20.24
A,Atrium,1413,16.08
A,Atrium,1414,17.69
A,Atrium,1415,18.49
A,Atrium,1416,15.9
A,Atrium,1417,16.73
A,Atrium,1418,15.53
A,Atrium,1419,17.51
A,Atrium,1420,16.91
A,Atrium,1421,18.66
A,Atrium,1422,16.64
A,Atrium,1423,15.99
A,Atrium,1424,15.93
A,Atrium,1425,17.11
A,Atrium,1426,16.93
A,Atrium,1427,19.07
A,Atrium,1428,17.19
A,Atrium,1429,17.82
A,Atrium,1430,15.83
A,Atrium,1431,17.52
A,Atrium,1432,18.47
A,Atrium,1433,15.87
A,Atrium,1434,16.17
A,Atrium,1435,15.87
A,Atrium,1436,18.09
A,Atrium,1437,17.6
A,Atrium,1438,18.65
A,Atrium,1439,17.13
A,Atrium,1440,17.47
A,Atrium,1441,16.93
A,Atrium,1442,16.75
A,Atrium,1443,16.24
A,Atrium,1444,16.46
A,Atrium,1445,16.12
A,Atrium,1446,16.99
A,Atrium,1447,15.29
A,Atrium,1448,18.16
A,Atrium,1449,18.66
A,Atrium,1450,16.69
A,Atrium,1451,17.97
A,Atrium,1452,17.67
A,Atrium,1453,16.66
A,Atrium,1454,18.85
A,Atrium,1455,15.91
A,Atrium,1456,16.69
A,Atrium,1457,17.33
A,Atrium,1458,17.42
A,Atrium,1459,18.49
A,Atrium,1460,13.96
A,Atrium,1461,16.94
A,Atrium,1462,17.18
A,Atrium,1463,19.19
A,Atrium,1464,17.51
A,Atrium,1465,16.9
A,Atrium,1466,16.16
A,Atrium,1467,18.26
A,Atrium,1468,17.31
A,Atrium,1469,17
A,Atrium,1470,17.55
A,Atrium,1471,15.89
A,Atrium,1472,15.44
A,Atrium,1473,15.3
A,Atrium,1474,20.04
A,Atrium,1475,17.14
A,Atrium,1476,16.24
A,Atrium,1477,17.44
A,Atrium,1478,16.61
A,Atrium,1479,17.06
A,Atrium,1480,16.26
A,Atrium,1481,15.3
A,Atrium,1482,16.81
A,Atrium,1483,17.94
A,Atrium,1484,16.92
A,Atrium,1485,17.36
A,Atrium,1486,18.2
A,Atrium,1487,16.15
A,Atrium,1488,18.11
A,Atrium,1489,15.63
A,Atrium,1490,17
A,Atrium,1491,15.42
A,Atrium,1492,16.61
A,Atrium,1493,15.91
A,Atrium,1494,17.95
A,Atrium,1495,16.24
A,Atrium,1496,17.42
A,Atrium,1497,16.53
A,Atrium,1498,15.91
A,Atrium,1499,16.22
A,Atrium,1500,15.29
A,Corridor,1,18.98
A,Corridor,2,18.63
A,Corridor,3,17.1
A,Corridor,4,17.94
A,Corridor,5,17.79
A,Corridor,6,15.39
A,Corridor,7,17.77
A,Corridor,8,18.94
A,Corridor,9,16.91
A,Corridor,10,17.39
A,Corridor,11,16.84
A,Corridor,12,16.02
A,Corridor,13,17.07
A,Corridor,14,16.45
A,Corridor,15,16.76
A,Corridor,16,17.75
A,Corridor,17,17.39
A,Corridor,18,17.37
A,Corridor,19,15.24
A,Corridor,20,17.65
A,Corridor,21,17.39
A,Corridor,22,14.12
A,Corridor,23,15.38
A,Corridor,24,18.3
A,Corridor,25,16.84
A,Corridor,26,18.66
A,Corridor,27,17.55
A,Corridor,28,17.67
A,Corridor,29,16.79
A,Corridor,30,15.62
A,Corridor,31,18.23
A,Corridor,32,18.15
A,Corridor,33,18.23
A,Corridor,34,17.25
A,Corridor,35,14.93
A,Corridor,36,17.02
A,Corridor,37,17.59
A,Corridor,38,16.01
A,Corridor,39,18.15
A,Corridor,40,16.79
A,Corridor,41,17.85
A,Corridor,42,18.61
A,Corridor,43,16.19
A,Corridor,44,14.93
A,Corridor,45,17.29
A,Corridor,46,17.49
A,Corridor,47,16.53
A,Corridor,48,18.71
A,Corridor,49,16.18
A,Corridor,50,16.37
A,Corridor,51,17.54
A,Corridor,52,16.55
A,Corridor,53,17.01
A,Corridor,54,16.6
A,Corridor,55,18.12
A,Corridor,56,17.38
A,Corridor,57,18.54
A,Corridor,58,15.64
A,Corridor,59,17.43
A,Corridor,60,18.18
A,Corridor,61,16.09
A,Corridor,62,15.93
A,Corridor,63,17.94
A,Corridor,64,17.56
A,Corridor,65,16.02
A,Corridor,66,16.02
A,Corridor,67,16.13
A,Corridor,68,18
A,Corridor,69,17.13
A,Corridor,70,16.82
A,Corridor,71,16.76
A,Corridor,72,18.89
A,Corridor,73,16.83
A,Corridor,74,16.26
A,Corridor,75,16.36
A,Corridor,76,17.02
A,Corridor,77,18.31
A,Corridor,78,18.42
A,Corridor,79,18.62
A,Corridor,80,18.4
A,Corridor,81,17.45
A,Corridor,82,16.46
A,Corridor,83,17.4
A,Corridor,84,18.3
A,Corridor,85,19.07
A,Corridor,86,17.56
A,Corridor,87,15.57
A,Corridor,88,17.58
A,Corridor,89,16.95
A,Corridor,90,15.86
A,Corridor,91,16.2
A,Corridor,92,16.69
A,Corridor,93,17.33
A,Corridor,94,15.95
A,Corridor,95,16.3
A,Corridor,96,17.09
A,Corridor,97,16.9
A,Corridor,98,16.73
A,Corridor,99,16.22
A,Corridor,100,16.45
A,Corridor,101,18.96
A,Corridor,102,16.15
A,Corridor,103,18.58
A,Corridor,104,17.46
A,Corridor,105,15.88
A,Corridor,106,15.96
A,Corridor,107,16.47
A,Corridor,108,16.48
A,Corridor,109,17.06
A,Corridor,110,16.41
A,Corridor,111,17.68
A,Corridor,112,15.69
A,Corridor,113,16.45
A,Corridor,114,20.26
A,Corridor,115,17.65
A,Corridor,116,16.44
A,Corridor,117,16.02
A,Corridor,118,16.08
A,Corridor,119,16.78
A,Corridor,120,17.75
A,Corridor,121,16.71
A,Corridor,122,16.9
A,Corridor,123,17.9
A,Corridor,124,16.81
A,Corridor,125,16.47
A,Corridor,126,17.21
A,Corridor,127,18.37
A,Corridor,128,17.44
A,Corridor,129,16.76
A,Corridor,130,16.49
A,Corridor,131,16.32
A,Corridor,132,17.95
A,Corridor,133,18.28
A,Corridor,134,17.61
A,Corridor,135,17.63
A,Corridor,136,17.62
A,Corridor,137,17.58
A,Corridor,138,17.6
A,Corridor,139,17.69
A,Corridor,140,17.39
A,Corridor,141,16.82
A,Corridor,142,16.51
A,Corridor,143,15.08
A,Corridor,144,16.73
A,Corridor,145,15.14
A,Corridor,146,16.89
A,Corridor,147,16.95
A,Corridor,148,18.34
A,Corridor,149,18.18
A,Corridor,150,17.64
A,Corridor,151,17.58
A,Corridor,152,16.39
A,Corridor,153,17.46
A,Corridor,154,15.89
A,Corridor,155,17.48
A,Corridor,156,17.07
A,Corridor,157,16.24
A,Corridor,158,17.42
A,Corridor,159,16.61
A,Corridor,160,19.35
A,Corridor,161,16.94
A,Corridor,162,14.52
A,Corridor,163,17.27
A,Corridor,164,18.18
A,Corridor,165,15.97
A,Corridor,166,17.67
A,Corridor,167,17.37
A,Corridor,168,17.26
A,Corridor,169,17.5
A,Corridor,170,17.97
A,Corridor,171,16.81
A,Corridor,172,17.19
A,Corridor,173,18.01
A,Corridor,174,18.89
A,Corridor,175,20.58
A,Corridor,176,15.94
A,Corridor,177,18.21
A,Corridor,178,17.11
A,Corridor,179,17.64
A,Corridor,180,17.8
A,Corridor,181,18.87
A,Corridor,182,16.28
A,Corridor,183,18.7
A,Corridor,184,17.75
A,Corridor,185,18.46
A,Corridor,186,17.26
A,Corridor,187,16.4
A,Corridor,188,16.34
A,Corridor,189,17.02
A,Corridor,190,18.53
A,Corridor,191,16.22
A,Corridor,192,14.6
A,Corridor,193,16.02
A,Corridor,194,16.92
A,Corridor,195,15.91
A,Corridor,196,20.45
A,Corridor,197,17
A,Corridor,198,16.68
A,Corridor,199,17.53
A,Corridor,200,14.18
A,Corridor,201,17.73
A,Corridor,202,18.26
A,Corridor,203,16.7
A,Corridor,204,17.89
A,Corridor,205,16.47
A,Corridor,206,16.69
A,Corridor,207,17.47
A,Corridor,208,18.17
A,Corridor,209,17.95
A,Corridor,210,16.58
A,Corridor,211,18.83
A,Corridor,212,16.22
A,Corridor,213,16.81
A,Corridor,214,18.06
A,Corridor,215,14.76
A,Corridor,216,18.74
A,Corridor,217,15.73
A,Corridor,218,18.5
A,Corridor,219,17.78
A,Corridor,220,15.89
A,Corridor,221,16.59
A,Corridor,222,17.87
A,Corridor,223,17.15
A,Corridor,224,17.99
A,Corridor,225,16.18
A,Corridor,226,15.28
A,Corridor,227,15.28
A,Corridor,228,15.83
A,Corridor,229,16.42
A,Corridor,230,15.02
A,Corridor,231,16.31
A,Corridor,232,17.13
A,Corridor,233,16.55
A,Corridor,234,18.34
A,Corridor,235,17.54
A,Corridor,236,17.23
A,Corridor,237,15.43
A,Corridor,238,14.52
A,Corridor,239,16.65
A,Corridor,240,15.93
A,Corridor,241,14.98
A,Corridor,242,18.82
A,Corridor,243,18.2
A,Corridor,244,15.93
A,Corridor,245,17.23
A,Corridor,246,16.68
A,Corridor,247,14.95
A,Corridor,248,16.25
A,Corridor,249,17.34
A,Corridor,250,16.53
A,Corridor,251,16.87
A,Corridor,252,17.6
A,Corridor,253,17.12
A,Corridor,254,17.64
A,Corridor,255,17.45
A,Corridor,256,14.95
A,Corridor,257,17.2
A,Corridor,258,17.57
A,Corridor,259,17.68
A,Corridor,260,16.31
A,Corridor,261,17.69
A,Corridor,262,15.05
A,Corridor,263,18.15
A,Corridor,264,18.64
A,Corridor,265,15.83
A,Corridor,266,16.83
A,Corridor,267,16.69
A,Corridor,268,17.84
A,Corridor,269,16.23
A,Corridor,270,18.01
A,Corridor,271,17.48
A,Corridor,272,18.07
A,Corridor,273,19.18
A,Corridor,274,18.36
A,Corridor,275,18.11
A,Corridor,276,15.88
A,Corridor,277,15.27
A,Corridor,278,16.96
A,Corridor,279,16.4
A,Corridor,280,15.88
A,Corridor,281,17.64
A,Corridor,282,17.4
A,Corridor,283,15.53
A,Corridor,284,18.32
A,Corridor,285,14.93
A,Corridor,286,16.9
A,Corridor,287,19.08
A,Corridor,288,16.79
A,Corridor,289,17.56
A,Corridor,290,17.43
A,Corridor,291,16.82
A,Corridor,292,16.3
A,Corridor,293,15.59
A,Corridor,294,17.11
A,Corridor,295,15.31
A,Corridor,296,17.06
A,Corridor,297,16.45
A,Corridor,298,18.35
A,Corridor,299,17.6
A,Corridor,300,16.25
A,Corridor,301,16.37
A,Corridor,302,15.42
A,Corridor,303,15.82
A,Corridor,304,17.19
A,Corridor,305,16.4
A,Corridor,306,17.56
A,Corridor,307,16.17
A,Corridor,308,17.22
A,Corridor,309,15.34
A,Corridor,310,16.3
A,Corridor,311,17.38
A,Corridor,312,15.57
A,Corridor,313,18.14
A,Corridor,314,16.26
A,Corridor,315,17.37
A,Corridor,316,15.51
A,Corridor,317,16.57
A,Corridor,318,17.2
A,Corridor,319,17.05
A,Corridor,320,16.86
A,Corridor,321,17.17
A,Corridor,322,16.59
A,Corridor,323,16.19
A,Corridor,324,15.84
A,Corridor,325,17.52
A,Corridor,326,15.51
A,Corridor,327,17.32
A,Corridor,328,15.89
A,Corridor,329,17.13
A,Corridor,330,17.71
A,Corridor,331,15.92
A,Corridor,332,18.14
A,Corridor,333,17.69
A,Corridor,334,15.54
A,Corridor,335,17.15
A,Corridor,336,16.3
A,Corridor,337,17.03
A,Corridor,338,17.02
A,Corridor,339,16.64
A,Corridor,340,17.26
A,Corridor,341,17.29
A,Corridor,342,16.98
A,Corridor,343,16.62
A,Corridor,344,18.8
A,Corridor,345,17.93
A,Corridor,346,16.03
A,Corridor,347,18.11
A,Corridor,348,17.35
A,Corridor,349,15.88
A,Corridor,350,16.12
A,Corridor,351,18.02
A,Corridor,352,16.06
A,Corridor,353,16.73
A,Corridor,354,19.7
A,Corridor,355,14.73
A,Corridor,356,16.88
A,Corridor,357,17.01
A,Corridor,358,18
A,Corridor,359,17.22
A,Corridor,360,16.43
A,Corridor,361,17.4
A,Corridor,362,17.35
A,Corridor,363,18.31
A,Corridor,364,15.37
A,Corridor,365,15.64
A,Corridor,366,16.51
A,Corridor,367,17.21
A,Corridor,368,17.12
A,Corridor,369,17.14
A,Corridor,370,18.73
A,Corridor,371,17.53
A,Corridor,372,16.5
A,Corridor,373,17.7
A,Corridor,374,16.68
A,Corridor,375,16.63
A,Corridor,376,16.21
A,Corridor,377,16.65
A,Corridor,378,16.42
A,Corridor,379,19.01
A,Corridor,380,16.49
A,Corridor,381,16.55
A,Corridor,382,18.07
A,Corridor,383,17.09
A,Corridor,384,16.34
A,Corridor,385,17.83
A,Corridor,386,18.51
A,Corridor,387,15.98
A,Corridor,388,17.08
A,Corridor,389,17.44
A,Corridor,390,16.07
A,Corridor,391,15.89
A,Corridor,392,15.06
A,Corridor,393,17.48
A,Corridor,394,16.42
A,Corridor,395,15.02
A,Corridor,396,18
A,Corridor,397,15.61
A,Corridor,398,16.56
A,Corridor,399,17.78
A,Corridor,400,20.7
A,Corridor,401,16.89
A,Corridor,402,16.49
A,Corridor,403,16.8
A,Corridor,404,16.18
A,Corridor,405,16.93
A,Corridor,406,16.98
A,Corridor,407,16.85
A,Corridor,408,16.17
A,Corridor,409,18.3
A,Corridor,410,16.94
A,Corridor,411,15.37
A,Corridor,412,16.2
A,Corridor,413,17.76
A,Corridor,414,15.68
A,Corridor,415,16.55
A,Corridor,416,17.47
A,Corridor,417,16.88
A,Corridor,418,18.87
A,Corridor,419,17.51
A,Corridor,420,17.71
A,Corridor,421,17.22
A,Corridor,422,16.1
A,Corridor,423,17.6
A,Corridor,424,17.85
A,Corridor,425,17.48
A,Corridor,426,17.63
A,Corridor,427,16.83
A,Corridor,428,17.57
A,Corridor,429,17.5
A,Corridor,430,16.43
A,Corridor,431,17.07
A,Corridor,432,17
A,Corridor,433,15.35
A,Corridor,434,15.3
A,Corridor,435,15.09
A,Corridor,436,16.25
A,Corridor,437,18.72
A,Corridor,438,15.55
A,Corridor,439,19.75
A,Corridor,440,17.45
A,Corridor,441,18
A,Corridor,442,16.31
A,Corridor,443,16.61
A,Corridor,444,17.3
A,Corridor,445,17.64
A,Corridor,446,16.95
A,Corridor,447,17.88
A,Corridor,448,16.74
A,Corridor,449,17
A,Corridor,450,17.95
A,Corridor,451,16.7
A,Corridor,452,16.12
A,Corridor,453,16.19
A,Corridor,454,19.39
A,Corridor,455,17.47
A,Corridor,456,18.59
A,Corridor,457,14.71
A,Corridor,458,17.38
A,Corridor,459,17.48
A,Corridor,460,17.92
A,Corridor,461,15.51
A,Corridor,462,17.23
A,Corridor,463,16.83
A,Corridor,464,17.03
A,Corridor,465,15.37
A,Corridor,466,17.23
A,Corridor,467,15.68
A,Corridor,468,18.28
A,Corridor,469,15.35
A,Corridor,470,16.45
A,Corridor,471,16.73
A,Corridor,472,15.45
A,Corridor,473,16.97
A,Corridor,474,15.96
A,Corridor,475,19.49
A,Corridor,476,16.7
A,Corridor,477,16.37
A,Corridor,478,15.83
A,Corridor,479,17.11
A,Corridor,480,15.99
A,Corridor,481,15.56
A,Corridor,482,16.29
A,Corridor,483,17.98
A,Corridor,484,17.43
A,Corridor,485,17.07
A,Corridor,486,16.13
A,Corridor,487,18.2
A,Corridor,488,17.2
A,Corridor,489,18.54
A,Corridor,490,15.93
A,Corridor,491,18.54
A,Corridor,492,16.63
A,Corridor,493,17.82
A,Corridor,494,18.14
A,Corridor,495,18.32
A,Corridor,496,18.03
A,Corridor,497,17.55
A,Corridor,498,17.06
A,Corridor,499,17.37
A,Corridor,500,17.49
A,Corridor,501,17.57
A,Corridor,502,17.4
A,Corridor,503,17.47
A,Corridor,504,17.8
A,Corridor,505,17.69
A,Corridor,506,16.17
A,Corridor,507,15.63
A,Corridor,508,18.73
A,Corridor,509,17.22
A,Corridor,510,17.81
A,Corridor,511,17.8
A,Corridor,512,17.26
A,Corridor,513,17.45
A,Corridor,514,17.65
A,Corridor,515,16.83
A,Corridor,516,16.81
A,Corridor,517,15.1
A,Corridor,518,17.56
A,Corridor,519,16.21
A,Corridor,520,16.83
A,Corridor,521,13.77
A,Corridor,522,15.85
A,Corridor,523,15.98
A,Corridor,524,17.81
A,Corridor,525,16.73
A,Corridor,526,18.29
A,Corridor,527,16.39
A,Corridor,528,17.66
A,Corridor,529,17
A,Corridor,530,16.79
A,Corridor,531,16.89
A,Corridor,532,18.5
A,Corridor,533,16.59
A,Corridor,534,16.58
A,Corridor,535,15.9
A,Corridor,536,16.71
A,Corridor,537,16.34
A,Corridor,538,16.8
A,Corridor,539,18.69
A,Corridor,540,16.87
A,Corridor,541,17.28
A,Corridor,542,17.38
A,Corridor,543,19.01
A,Corridor,544,16.48
A,Corridor,545,17.67
A,Corridor,546,16.66
A,Corridor,547,15.51
A,Corridor,548,15.47
A,Corridor,549,15.35
A,Corridor,550,15.71
A,Corridor,551,16.35
A,Corridor,552,18.77
A,Corridor,553,14.64
A,Corridor,554,17.26
A,Corridor,555,18.58
A,Corridor,556,17.29
A,Corridor,557,19.4
A,Corridor,558,15.96
A,Corridor,559,18.13
A,Corridor,560,16.72
A,Corridor,561,15.81
A,Corridor,562,16.88
A,Corridor,563,18.17
A,Corridor,564,16.3
A,Corridor,565,17.43
A,Corridor,566,16.74
A,Corridor,567,16.97
A,Corridor,568,16.58
A,Corridor,569,16.06
A,Corridor,570,18.81
A,Corridor,571,17.22
A,Corridor,572,18.51
A,Corridor,573,16.36
A,Corridor,574,16.99
A,Corridor,575,16.26
A,Corridor,576,16.12
A,Corridor,577,16.21
A,Corridor,578,15.46
A,Corridor,579,17.11
A,Corridor,580,17.28
A,Corridor,581,16.19
A,Corridor,582,18.06
A,Corridor,583,17.3
A,Corridor,584,16.1
A,Corridor,585,17.15
A,Corridor,586,17.43
A,Corridor,587,16.7
A,Corridor,588,16.31
A,Corridor,589,18.5
A,Corridor,590,14.82
A,Corridor,591,18.96
A,Corridor,592,17.32
A,Corridor,593,18.14
A,Corridor,594,15.61
A,Corridor,595,16.87
A,Corridor,596,17.11
A,Corridor,597,15.76
A,Corridor,598,16.58
A,Corridor,599,16.38
A,Corridor,600,15.91
A,Corridor,601,18.97
A,Corridor,602,16.48
A,Corridor,603,16.41
A,Corridor,604,15.45
A,Corridor,605,16.05
A,Corridor,606,18.3
A,Corridor,607,15.53
A,Corridor,608,16.71
A,Corridor,609,15.43
A,Corridor,610,17.9
A,Corridor,611,17.49
A,Corridor,612,18.7
A,Corridor,613,16.57
A,Corridor,614,17.87
A,Corridor,615,17.52
